Unix,Date,Symbol,Open,High,Low,Close,Volume ETH,Volume USDT,tradecount
1682208000000,2023-04-23,ETHUSDT,1874.17,1882.01,1836.37,1862.0,3.445.143.444,641.362.428.689.366,463928
1682121600000,2023-04-22,ETHUSDT,1848.77,1887.31,1841.64,1874.16,3.310.075.879,616.579.601.311.765,451499
1682035200000,2023-04-21,ETHUSDT,1942.98,1957.27,1825.0,1848.78,6.888.766.186,1.306.179.482.091.940,868887
1681948800000,2023-04-20,ETHUSDT,1933.74,1982.99,1914.43,1942.98,6.253.362.495,1.218.184.973.299.390,869619
1681862400000,2023-04-19,ETHUSDT,2103.51,2104.6,1923.03,1933.73,7.753.890.602,15.479.341.878.590.200,1116849
1681776000000,2023-04-18,ETHUSDT,2073.99,2125.0,2051.0,2103.5,4.142.446.135,867.291.463.569.828,636801
1681689600000,2023-04-17,ETHUSDT,2118.66,2120.51,2056.25,2074.0,4.269.727.071,889.433.328.786.508,674817
1681603200000,2023-04-16,ETHUSDT,2090.61,2141.54,2072.72,2118.67,3.198.804.393,673.034.613.415.835,529231
1681516800000,2023-04-15,ETHUSDT,2099.99,2111.85,2071.13,2090.6,3.218.237.851,67.426.085.149.151,505299
1681430400000,2023-04-14,ETHUSDT,2012.0,2128.76,2009.22,2099.99,8.963.073.934,18.777.195.011.237.300,1182309
1681344000000,2023-04-13,ETHUSDT,1917.4,2023.0,1899.55,2012.01,6.761.645.188,1.333.377.092.124.590,911569
1681257600000,2023-04-12,ETHUSDT,1889.86,1933.0,1852.65,1917.39,6.308.444.186,1.195.663.632.078.730,801456
1681171200000,2023-04-11,ETHUSDT,1910.21,1937.37,1881.11,1889.86,4.052.034.892,774.389.695.845.932,590527
1681084800000,2023-04-10,ETHUSDT,1858.91,1918.79,1846.4,1910.2,4.347.397.984,816.212.712.862.947,586284
1680998400000,2023-04-09,ETHUSDT,1848.82,1873.99,1824.01,1858.92,2.871.313.079,529.878.494.840.373,953458
1680912000000,2023-04-08,ETHUSDT,1863.73,1879.38,1847.0,1848.82,1.979.055.407,368.792.680.929.658,902787
1680825600000,2023-04-07,ETHUSDT,1872.41,1882.61,1841.46,1863.72,2.842.564.873,528.718.750.378.566,829061
1680739200000,2023-04-06,ETHUSDT,1908.68,1909.91,1853.7,1872.41,3.962.414.352,743.618.300.024,916688
1680652800000,2023-04-05,ETHUSDT,1870.38,1942.98,1864.58,1908.69,5.485.955.155,1.045.846.831.791.560,1077031
1680566400000,2023-04-04,ETHUSDT,1810.51,1891.91,1802.01,1870.37,6.222.086.411,1.151.551.698.653.260,1087425
1680480000000,2023-04-03,ETHUSDT,1794.51,1839.99,1762.77,1810.51,6.285.036.619,1.131.436.800.437.070,1098681
1680393600000,2023-04-02,ETHUSDT,1820.8,1824.81,1771.7,1794.51,3.221.229.385,580.909.276.164.171,637705
1680307200000,2023-04-01,ETHUSDT,1821.52,1842.83,1807.81,1820.79,2.729.049.674,49.746.062.807.619.100,579259
1680220800000,2023-03-31,ETHUSDT,1793.6,1847.28,1777.91,1821.52,5.545.254.762,10.068.969.370.252.500,902956
1680134400000,2023-03-30,ETHUSDT,1793.06,1829.69,1763.0,1793.61,5.796.900.394,10.393.973.837.804,876484
1680048000000,2023-03-29,ETHUSDT,1773.0,1827.99,1772.48,1793.07,5.368.655.972,9.673.423.110.822.330,810500
1679961600000,2023-03-28,ETHUSDT,1715.21,1795.73,1701.13,1772.99,5.365.113.973,9.355.073.841.496.780,766887
1679875200000,2023-03-27,ETHUSDT,1773.88,1780.48,1686.13,1715.22,5.705.635.023,98.719.797.021.984,810253
1679788800000,2023-03-26,ETHUSDT,1741.88,1801.0,1739.31,1773.88,3.549.332.372,62.766.048.827.267,592618
1679702400000,2023-03-25,ETHUSDT,1749.57,1763.23,1713.09,1741.88,3.556.793.743,620.341.997.183.512,620651
1679616000000,2023-03-24,ETHUSDT,1813.78,1818.99,1726.4,1749.57,5.647.701.417,1.001.546.184.532.130,855600
1679529600000,2023-03-23,ETHUSDT,1734.34,1857.16,1729.35,1813.79,732.061.103,13.121.993.155.775.000,1074713
1679443200000,2023-03-22,ETHUSDT,1801.23,1819.98,1710.12,1734.33,8.912.876.009,158.107.470.020.938,1286030
1679356800000,2023-03-21,ETHUSDT,1732.77,1835.0,1717.01,1801.23,7.423.484.999,1.324.018.564.211.030,1166036
1679270400000,2023-03-20,ETHUSDT,1780.67,1803.05,1722.0,1732.78,6.828.481.248,1.205.036.446.951.220,1083767
1679184000000,2023-03-19,ETHUSDT,1758.84,1841.36,1757.92,1780.68,5.411.318.908,972.006.261.580.209,919093
1679097600000,2023-03-18,ETHUSDT,1789.26,1841.0,1747.47,1758.84,711.614.731,12.801.893.594.245.400,1115890
1679011200000,2023-03-17,ETHUSDT,1673.73,1800.0,1662.65,1789.27,9.075.282.825,1.569.265.196.452.900,1293055
1678924800000,2023-03-16,ETHUSDT,1649.95,1691.42,1632.18,1673.73,6.279.856.119,1.040.043.241.140.280,1004406
1678838400000,2023-03-15,ETHUSDT,1699.41,1716.9,1611.0,1649.96,9.631.424.833,1.602.460.705.895.690,1388384
1678752000000,2023-03-14,ETHUSDT,1673.44,1780.02,1655.24,1699.4,12.833.212.355,2.195.733.827.910.120,1750035
1678665600000,2023-03-13,ETHUSDT,1580.33,1693.49,1565.0,1673.45,12.280.636.053,19.922.778.847.963.400,1671283
1678579200000,2023-03-12,ETHUSDT,1471.93,1594.19,1448.3,1580.33,10.023.550.929,1.506.839.740.469.650,1253899
1678492800000,2023-03-11,ETHUSDT,1426.43,1478.07,1408.4,1471.97,13.748.596.201,19.879.268.523.483.700,1467256
1678406400000,2023-03-10,ETHUSDT,1437.32,1439.43,1368.39,1426.44,9.602.624.509,1.353.741.388.827.250,1155209
1678320000000,2023-03-09,ETHUSDT,1532.38,1546.45,1408.0,1437.32,7.184.851.364,10.723.968.779.075.700,914935
1678233600000,2023-03-08,ETHUSDT,1561.95,1570.89,1523.61,1532.38,4.601.017.658,7.145.523.959.932.790,647197
1678147200000,2023-03-07,ETHUSDT,1565.84,1584.49,1536.14,1561.96,4.379.479.032,682.865.640.744.412,601157
1678060800000,2023-03-06,ETHUSDT,1564.57,1583.49,1554.44,1565.84,3.077.093.011,482.146.763.966.397,495130
1677974400000,2023-03-05,ETHUSDT,1566.74,1588.77,1553.05,1564.58,2.992.407.415,469.729.098.462.738,505034
1677888000000,2023-03-04,ETHUSDT,1569.45,1577.53,1549.12,1566.73,2.376.402.606,371.865.636.794.456,442158
1677801600000,2023-03-03,ETHUSDT,1647.86,1649.25,1544.39,1569.45,7.428.165.976,1.166.573.996.744.230,1008133
1677715200000,2023-03-02,ETHUSDT,1665.23,1677.86,1619.18,1647.86,4.230.238.082,694.364.877.504.408,644400
1677628800000,2023-03-01,ETHUSDT,1605.24,1669.72,1595.0,1665.22,4.744.568.235,780.632.253.606.366,725546
1677542400000,2023-02-28,ETHUSDT,1633.45,1647.52,1596.66,1605.23,3.935.231.647,6.401.507.663.112.040,626287
1677456000000,2023-02-27,ETHUSDT,1641.37,1665.22,1608.0,1633.45,4.318.614.129,707.841.123.057.607,679771
1677369600000,2023-02-26,ETHUSDT,1594.58,1651.26,1587.76,1641.36,3.086.079.941,49.900.237.952.012.800,544008
1677283200000,2023-02-25,ETHUSDT,1607.8,1608.98,1557.33,1594.58,2.901.880.391,46.212.819.310.439.200,532834
1677196800000,2023-02-24,ETHUSDT,1650.52,1664.66,1575.64,1607.8,5.125.154.982,83.116.457.411.824,829249
1677110400000,2023-02-23,ETHUSDT,1643.15,1679.0,1628.75,1650.53,5.013.059.717,829.754.759.565.515,849095
1677024000000,2023-02-22,ETHUSDT,1659.77,1666.95,1595.07,1643.14,5.288.754.809,861.982.489.016.571,887617
1676937600000,2023-02-21,ETHUSDT,1703.27,1716.66,1636.3,1659.76,5.203.544.688,8.741.366.982.845.910,837901
1676851200000,2023-02-20,ETHUSDT,1679.74,1719.89,1650.56,1703.27,4.513.148.335,7.651.989.519.635.760,752116
1676764800000,2023-02-19,ETHUSDT,1691.62,1726.59,1666.14,1679.75,4.010.230.477,680.092.027.331.298,634114
1676678400000,2023-02-18,ETHUSDT,1693.81,1713.13,1679.77,1691.62,2.673.057.813,45.296.977.361.025,457982
1676592000000,2023-02-17,ETHUSDT,1637.83,1722.0,1630.51,1693.87,579.934.663,970.891.863.058.295,940022
1676505600000,2023-02-16,ETHUSDT,1674.92,1742.97,1633.72,1637.84,8.327.236.731,1.408.096.156.866.210,1220762
1676419200000,2023-02-15,ETHUSDT,1555.7,1680.0,1542.55,1674.92,5.812.078.586,9.284.529.539.450.480,852734
1676332800000,2023-02-14,ETHUSDT,1505.25,1569.0,1482.66,1555.71,6.689.643.768,10.216.429.353.139.700,861338
1676246400000,2023-02-13,ETHUSDT,1514.82,1526.1,1461.93,1505.24,6.431.523.904,959.644.223.335.073,788402
1676160000000,2023-02-12,ETHUSDT,1538.5,1548.02,1493.08,1514.83,286.758.374,438.014.692.308.034,490609
1676073600000,2023-02-11,ETHUSDT,1513.05,1543.0,1505.0,1538.51,2.896.915.708,440.657.107.728.338,440506
1675987200000,2023-02-10,ETHUSDT,1545.35,1555.01,1490.0,1513.06,4.846.542.199,743.164.643.511.499,682215
1675900800000,2023-02-09,ETHUSDT,1650.42,1656.17,1524.4,1545.35,6.580.116.964,1.054.014.372.583.390,973879
1675814400000,2023-02-08,ETHUSDT,1671.03,1697.91,1630.47,1650.43,4.179.662.539,695.793.337.577.435,671033
1675728000000,2023-02-07,ETHUSDT,1614.28,1678.37,1613.14,1671.03,451922.4,743.635.216.728.552,746572
1675641600000,2023-02-06,ETHUSDT,1629.01,1658.56,1605.01,1614.29,3.841.194.197,626.831.152.687.586,636588
1675555200000,2023-02-05,ETHUSDT,1666.39,1673.81,1609.3,1629.02,4.135.796.748,680.127.291.926.744,680427
1675468800000,2023-02-04,ETHUSDT,1663.52,1695.29,1645.43,1666.38,3.082.271.295,514.857.995.985.798,559308
1675382400000,2023-02-03,ETHUSDT,1643.12,1676.0,1625.93,1663.52,464.815.032,7.669.491.694.304.220,714675
1675296000000,2023-02-02,ETHUSDT,1641.67,1714.68,1626.85,1643.12,6.291.888.874,1.052.104.526.872.650,939545
1675209600000,2023-02-01,ETHUSDT,1585.32,1647.77,1555.18,1641.68,4.746.171.709,757.974.339.888.151,795274
1675123200000,2023-01-31,ETHUSDT,1566.21,1605.18,1561.63,1585.33,3.488.566.751,5.508.622.741.476.920,565125
1675036800000,2023-01-30,ETHUSDT,1644.73,1647.53,1535.0,1566.2,5.950.553.281,9.456.630.939.181.160,783703
1674950400000,2023-01-29,ETHUSDT,1572.1,1660.0,1566.33,1644.72,5.517.679.134,8.921.351.110.285.100,747055
1674864000000,2023-01-28,ETHUSDT,1597.61,1606.83,1555.99,1572.1,3.136.756.574,496.009.423.632.769,461988
1674777600000,2023-01-27,ETHUSDT,1601.08,1621.0,1552.54,1597.62,5.120.933.875,810.894.459.592.812,721339
1674691200000,2023-01-26,ETHUSDT,1611.95,1632.84,1577.43,1601.09,5.327.778.466,856.294.452.549.072,661710
1674604800000,2023-01-25,ETHUSDT,1555.97,1641.0,1518.0,1611.94,6.464.749.166,1.010.958.308.523.250,832576
1674518400000,2023-01-24,ETHUSDT,1626.28,1641.46,1535.0,1555.97,4.622.753.243,742.483.248.778.448,664260
1674432000000,2023-01-23,ETHUSDT,1627.43,1648.09,1585.29,1626.29,4.072.671.156,662.442.276.006.642,602844
1674345600000,2023-01-22,ETHUSDT,1626.65,1663.89,1604.0,1627.44,4.317.296.909,7.038.838.186.174.040,550009
1674259200000,2023-01-21,ETHUSDT,1658.53,1679.26,1616.21,1626.66,4.942.486.009,815.990.095.346.851,648695
1674172800000,2023-01-20,ETHUSDT,1551.09,1669.9,1542.02,1658.52,4.405.709.974,702.227.917.870.663,710633
1674086400000,2023-01-19,ETHUSDT,1511.44,1564.43,1509.15,1551.09,3.086.794.645,47.322.081.093.493,477203
1674000000000,2023-01-18,ETHUSDT,1565.56,1610.0,1501.39,1511.43,7.525.348.857,1.172.243.167.729.860,913587
1673913600000,2023-01-17,ETHUSDT,1576.94,1609.0,1541.15,1565.57,5.067.717.219,7.975.526.201.873.360,703325
1673827200000,2023-01-16,ETHUSDT,1552.52,1604.5,1521.31,1576.94,5.746.228.953,897.953.752.929.984,802443
1673740800000,2023-01-15,ETHUSDT,1549.91,1566.66,1516.03,1552.52,3.878.327.138,5.966.267.522.978.430,590180
1673654400000,2023-01-14,ETHUSDT,1451.21,1599.98,1449.14,1549.9,9.406.917.774,14.442.838.181.891.700,1187799
1673568000000,2023-01-13,ETHUSDT,1415.91,1464.0,1401.03,1451.2,4.993.778.649,709.963.291.541.629,670535
1673481600000,2023-01-12,ETHUSDT,1389.4,1438.0,1361.92,1415.92,8.777.124.492,1.231.660.847.868.240,873540
1673395200000,2023-01-11,ETHUSDT,1335.63,1398.0,1321.04,1389.39,4.724.659.556,635.118.946.429.521,534745
1673308800000,2023-01-10,ETHUSDT,1320.4,1347.69,1316.8,1335.62,4.596.602.307,611.680.590.741.332,467419
1673222400000,2023-01-09,ETHUSDT,1290.15,1344.91,1285.44,1320.39,5.817.276.968,7.666.400.859.303.960,667559
1673136000000,2023-01-08,ETHUSDT,1264.06,1296.0,1257.77,1290.16,2.136.367.848,271.373.377.530.058,341498
1673049600000,2023-01-07,ETHUSDT,1269.13,1271.09,1261.3,1264.07,1.294.742.884,163.760.550.011.656,242794
1672963200000,2023-01-06,ETHUSDT,1251.25,1276.7,1236.0,1269.14,3.423.442.023,42.964.834.711.260.300,444840
1672876800000,2023-01-05,ETHUSDT,1256.91,1259.95,1242.81,1251.24,272805.33,34.137.981.927.811,339445
1672790400000,2023-01-04,ETHUSDT,1214.56,1272.6,1212.71,1256.9,4.577.996.648,5.718.057.611.580.550,526420
1672704000000,2023-01-03,ETHUSDT,1213.99,1219.89,1204.93,1214.55,2.055.194.944,249.325.343.252.245,296709
1672617600000,2023-01-02,ETHUSDT,1200.33,1224.29,1193.0,1214.0,252794.14,306.657.437.527.479,330000
1672531200000,2023-01-01,ETHUSDT,1196.13,1204.67,1190.57,1200.34,1.177.620.685,141.014.996.655.708,233151
1672444800000,2022-12-31,ETHUSDT,1199.98,1208.46,1191.66,1196.13,1.393.792.811,16.716.172.078.087,261569
1672358400000,2022-12-30,ETHUSDT,1200.48,1202.15,1181.08,1199.99,2.660.142.115,317.524.824.577.787,364383
1672272000000,2022-12-29,ETHUSDT,1190.15,1206.57,1186.77,1200.49,2.491.304.869,29.824.510.721.298,377201
1672185600000,2022-12-28,ETHUSDT,1211.55,1215.78,1181.06,1190.15,3.678.288.914,43.987.590.699.219.500,474792
1672099200000,2022-12-27,ETHUSDT,1228.12,1233.73,1200.58,1211.55,2.624.376.398,319.100.139.542.709,372190
1672012800000,2022-12-26,ETHUSDT,1218.52,1231.09,1211.67,1228.11,1.627.230.857,198.389.481.179.895,308520
1671926400000,2022-12-25,ETHUSDT,1220.42,1225.0,1193.18,1218.51,2.316.520.612,280.833.354.711.449,379422
1671840000000,2022-12-24,ETHUSDT,1219.98,1227.99,1214.69,1220.41,1.237.015.301,150.864.338.673.479,296993
1671753600000,2022-12-23,ETHUSDT,1217.72,1231.99,1210.0,1219.99,2.786.042.882,34.014.660.867.751,439410
1671667200000,2022-12-22,ETHUSDT,1213.78,1237.99,1182.54,1217.71,3.367.616.598,40.652.009.676.670.800,488758
1671580800000,2022-12-21,ETHUSDT,1216.95,1223.39,1203.02,1213.78,2.457.238.377,297.776.619.126.343,413931
1671494400000,2022-12-20,ETHUSDT,1167.82,1230.47,1163.12,1216.94,4.651.841.943,561.079.146.680.025,624202
1671408000000,2022-12-19,ETHUSDT,1183.06,1195.0,1150.51,1167.82,2.968.327.228,349.312.990.374.414,443756
1671321600000,2022-12-18,ETHUSDT,1187.16,1199.54,1170.32,1183.06,252.260.144,298.608.427.352.787,385205
1671235200000,2022-12-17,ETHUSDT,1166.82,1190.03,1161.92,1187.16,3.288.816.281,387.145.994.352.974,443309
1671148800000,2022-12-16,ETHUSDT,1266.53,1280.06,1155.32,1166.83,7.514.222.779,907.833.696.288.013,883071
1671062400000,2022-12-15,ETHUSDT,1307.45,1311.14,1259.27,1266.54,3.900.512.447,49.923.371.998.567.900,445162
1670976000000,2022-12-14,ETHUSDT,1320.69,1352.72,1301.0,1307.44,5.544.655.717,734.778.540.993.996,548806
1670889600000,2022-12-13,ETHUSDT,1275.41,1349.0,1255.1,1320.69,6.593.938.825,859.595.295.378.895,813791
1670803200000,2022-12-12,ETHUSDT,1263.0,1278.9,1240.03,1275.4,3.637.505.481,45.634.775.827.784.300,489887
1670716800000,2022-12-11,ETHUSDT,1266.35,1284.75,1255.85,1263.01,180.494.902,229.443.304.733.031,314531
1670630400000,2022-12-10,ETHUSDT,1263.11,1283.61,1259.6,1266.35,1.822.786.396,231.301.933.590.191,322453
1670544000000,2022-12-09,ETHUSDT,1280.18,1296.64,1250.0,1263.1,4.060.080.032,51.880.494.677.146.800,540078
1670457600000,2022-12-08,ETHUSDT,1231.18,1292.58,1222.01,1280.18,4.066.535.447,50.977.631.342.383.900,559884
1670371200000,2022-12-07,ETHUSDT,1271.31,1278.69,1218.01,1231.18,3.985.595.166,492.706.380.526.734,530298
1670284800000,2022-12-06,ETHUSDT,1259.41,1274.76,1241.56,1271.32,301.631.839,37.909.510.635.530.400,471097
1670198400000,2022-12-05,ETHUSDT,1279.4,1305.11,1246.61,1259.41,3.916.285.166,50.156.028.569.950.800,612914
1670112000000,2022-12-04,ETHUSDT,1240.5,1287.19,1240.1,1279.41,3.241.295.466,409.404.653.048.475,498321
1670025600000,2022-12-03,ETHUSDT,1295.58,1309.0,1236.26,1240.51,3.471.482.588,441.457.418.331.919,594082
1669939200000,2022-12-02,ETHUSDT,1276.4,1297.18,1265.24,1295.59,371.559.585,47.569.129.145.506.300,547512
1669852800000,2022-12-01,ETHUSDT,1294.46,1299.9,1262.77,1276.41,4.300.187.391,550.769.676.044.084,587711
1669766400000,2022-11-30,ETHUSDT,1216.49,1309.77,1212.5,1294.46,8.156.792.717,10.387.487.425.037.500,985173
1669680000000,2022-11-29,ETHUSDT,1167.77,1228.37,1158.27,1216.49,5.121.435.861,617.963.786.601.915,789552
1669593600000,2022-11-28,ETHUSDT,1193.88,1199.25,1151.02,1167.77,4.787.956.093,560.568.777.560.251,708380
1669507200000,2022-11-27,ETHUSDT,1205.61,1223.33,1188.65,1193.88,2.863.867.986,347.218.857.867.976,458378
1669420800000,2022-11-26,ETHUSDT,1199.29,1235.66,1196.2,1205.6,3.798.408.116,46.193.838.000.420.000,566155
1669334400000,2022-11-25,ETHUSDT,1203.72,1207.77,1171.2,1199.3,3.914.301.658,46.515.907.275.730.400,581961
1669248000000,2022-11-24,ETHUSDT,1184.52,1217.71,1180.6,1203.73,4.860.806.123,583.303.022.423.642,616769
1669161600000,2022-11-23,ETHUSDT,1139.59,1190.0,1127.75,1184.52,6.369.271.594,7.412.711.424.300.970,767861
1669075200000,2022-11-22,ETHUSDT,1107.34,1146.13,1075.0,1139.6,7.488.845.791,831.782.462.696.527,899796
1668988800000,2022-11-21,ETHUSDT,1142.21,1146.99,1079.76,1107.34,9.226.479.454,1.031.424.505.498.320,1063296
1668902400000,2022-11-20,ETHUSDT,1217.67,1227.07,1132.65,1142.21,5.311.087.607,62.500.808.179.912,693003
1668816000000,2022-11-19,ETHUSDT,1212.58,1235.0,1197.67,1217.67,2.097.895.888,254.211.466.151.609,330573
1668729600000,2022-11-18,ETHUSDT,1200.42,1234.0,1199.18,1212.58,3.602.185.337,437.658.373.674.359,493436
1668643200000,2022-11-17,ETHUSDT,1216.16,1228.22,1181.05,1200.43,5.305.373.488,638.342.419.855.931,719509
1668556800000,2022-11-16,ETHUSDT,1253.22,1268.67,1187.06,1216.17,6.733.397.215,8.260.259.378.362.910,969295
1668470400000,2022-11-15,ETHUSDT,1243.29,1291.0,1234.01,1253.23,632.825.568,798.023.541.208.052,961779
1668384000000,2022-11-14,ETHUSDT,1221.5,1291.2,1171.13,1243.28,9.347.420.059,1.152.982.945.602.030,1471485
1668297600000,2022-11-13,ETHUSDT,1257.25,1274.23,1200.66,1221.49,5.474.105.304,676.891.239.244.159,896665
1668211200000,2022-11-12,ETHUSDT,1289.35,1292.16,1238.7,1257.25,5.477.729.172,693.031.301.598.889,933438
1668124800000,2022-11-11,ETHUSDT,1299.28,1310.0,1201.26,1289.28,13.080.871.498,1.652.414.528.520.890,2118330
1668038400000,2022-11-10,ETHUSDT,1102.73,1350.0,1085.93,1299.28,19.759.556.767,2.443.394.252.530.360,2800795
1667952000000,2022-11-09,ETHUSDT,1334.78,1337.16,1073.53,1102.73,24.947.979.357,30.211.761.473.961.600,3172468
1667865600000,2022-11-08,ETHUSDT,1568.09,1579.98,1233.0,1334.77,23.399.165.089,33.564.750.015.459.000,2874276
1667779200000,2022-11-07,ETHUSDT,1568.25,1608.04,1545.03,1568.1,6.424.094.494,10.130.465.439.804.300,851962
1667692800000,2022-11-06,ETHUSDT,1626.98,1639.02,1564.39,1568.29,4.148.639.525,668.569.491.577.513,545053
1667606400000,2022-11-05,ETHUSDT,1644.78,1666.97,1621.42,1626.98,3.513.855.362,577.061.606.733.728,480888
1667520000000,2022-11-04,ETHUSDT,1531.01,1680.0,1528.4,1644.78,9.355.314.781,1.503.427.052.720.760,1072186
1667433600000,2022-11-03,ETHUSDT,1518.33,1559.01,1515.17,1531.01,5.602.028.813,86.325.344.476.684,678608
1667347200000,2022-11-02,ETHUSDT,1578.47,1621.68,1502.32,1518.34,9.813.953.648,1.534.786.415.439.200,1171091
1667260800000,2022-11-01,ETHUSDT,1572.69,1612.92,1563.69,1578.48,5.275.392.965,836.251.567.424.643,702747
1667174400000,2022-10-31,ETHUSDT,1590.45,1635.8,1545.43,1572.69,8.103.342.414,1.283.098.004.765.730,1024808
1667088000000,2022-10-30,ETHUSDT,1619.55,1640.06,1576.56,1590.44,4.760.364.243,762.732.547.091.583,705583
1667001600000,2022-10-29,ETHUSDT,1554.4,1663.06,1547.66,1619.55,9.141.610.846,1.477.815.830.639.170,1094332
1666915200000,2022-10-28,ETHUSDT,1514.04,1574.9,1479.82,1554.41,8.589.544.425,13.095.174.162.411.400,999855
1666828800000,2022-10-27,ETHUSDT,1566.11,1578.58,1503.2,1514.05,8.694.544.851,1.345.399.838.037.330,1122874
1666742400000,2022-10-26,ETHUSDT,1459.74,1594.99,1457.44,1566.1,12.360.447.023,1.896.388.070.249.780,1357864
1666656000000,2022-10-25,ETHUSDT,1343.61,1525.16,1334.94,1459.74,11.279.329.012,16.121.408.463.051.500,1205998
1666569600000,2022-10-24,ETHUSDT,1364.19,1370.6,1324.17,1343.61,611.830.797,822.740.466.673.396,698241
1666483200000,2022-10-23,ETHUSDT,1313.62,1371.55,1299.44,1364.2,432269.46,576.212.623.600.304,496386
1666396800000,2022-10-22,ETHUSDT,1299.76,1320.2,1294.32,1313.61,2.217.767.007,290.111.447.628.081,323066
1666310400000,2022-10-21,ETHUSDT,1282.57,1306.97,1252.65,1299.75,4.680.767.986,6.009.999.411.065.320,572819
1666224000000,2022-10-20,ETHUSDT,1285.09,1310.87,1270.36,1282.57,4.285.316.103,552.593.958.212.735,558080
1666137600000,2022-10-19,ETHUSDT,1310.71,1313.5,1280.31,1285.09,3.686.375.105,47.851.663.018.702.300,472022
1666051200000,2022-10-18,ETHUSDT,1331.39,1341.73,1286.72,1310.71,5.727.289.189,75.529.791.129.191,603600
1665964800000,2022-10-17,ETHUSDT,1305.96,1338.57,1295.64,1331.4,4.598.484.941,606.979.972.119.024,553275
1665878400000,2022-10-16,ETHUSDT,1274.93,1315.35,1274.67,1305.95,2.933.213.632,379.290.237.639.458,397092
1665792000000,2022-10-15,ETHUSDT,1296.26,1301.69,1263.64,1274.92,2.871.009.529,36.891.456.065.821.200,396464
1665705600000,2022-10-14,ETHUSDT,1287.08,1343.12,1283.39,1296.27,6.697.428.093,883.059.208.714.464,788710
1665619200000,2022-10-13,ETHUSDT,1294.44,1301.58,1190.0,1287.08,9.456.183.163,1.183.462.907.930.140,1135833
1665532800000,2022-10-12,ETHUSDT,1280.11,1306.87,1275.25,1294.44,3.697.125.759,478.797.824.541.982,477911
1665446400000,2022-10-11,ETHUSDT,1290.03,1298.0,1267.01,1280.11,4.294.303.941,550.448.836.809.297,583107
1665360000000,2022-10-10,ETHUSDT,1323.13,1338.0,1288.0,1290.03,3.936.630.114,515.800.751.338.415,587314
1665273600000,2022-10-09,ETHUSDT,1315.48,1329.0,1307.26,1323.13,1.862.019.185,245.547.831.320.531,328378
1665187200000,2022-10-08,ETHUSDT,1331.1,1337.35,1303.51,1315.48,2.033.916.612,269.448.439.339.348,383251
1665100800000,2022-10-07,ETHUSDT,1352.07,1361.75,1317.26,1331.1,4.919.998.776,6.595.087.233.540.520,679464
1665014400000,2022-10-06,ETHUSDT,1352.2,1383.99,1345.01,1352.06,573.975.324,7.836.387.431.557.020,789673
1664928000000,2022-10-05,ETHUSDT,1361.5,1364.77,1316.29,1352.2,4.835.087.782,649.745.323.368.146,695638
1664841600000,2022-10-04,ETHUSDT,1323.1,1369.55,1318.66,1361.49,4.762.076.702,641.511.283.398.288,771766
1664755200000,2022-10-03,ETHUSDT,1276.72,1329.9,1263.04,1323.09,4.837.752.435,631.178.676.535.611,598748
1664668800000,2022-10-02,ETHUSDT,1311.79,1317.93,1270.0,1276.72,3.717.400.407,48.259.505.128.171.600,462476
1664582400000,2022-10-01,ETHUSDT,1328.71,1333.69,1302.68,1311.79,2.520.819.056,332.930.112.025.412,347396
1664496000000,2022-09-30,ETHUSDT,1335.69,1373.19,1313.35,1328.72,740.753.611,9.915.053.622.653.070,926935
1664409600000,2022-09-29,ETHUSDT,1337.2,1352.02,1288.52,1335.7,7.705.916.895,1.022.673.511.086.710,950476
1664323200000,2022-09-28,ETHUSDT,1328.01,1355.7,1253.2,1337.2,9.193.149.131,11.997.431.723.853.000,1075441
1664236800000,2022-09-27,ETHUSDT,1336.17,1400.0,1303.75,1328.02,8.605.848.944,1.170.630.640.626.620,1055212
1664150400000,2022-09-26,ETHUSDT,1294.62,1340.42,1277.85,1336.17,7.991.664.333,10.487.955.593.588.500,934159
1664064000000,2022-09-25,ETHUSDT,1317.13,1337.0,1269.27,1294.63,5.155.338.409,6.745.600.791.823.390,640687
1663977600000,2022-09-24,ETHUSDT,1327.24,1349.33,1306.52,1317.13,5.175.573.497,687.931.980.008.602,616390
1663891200000,2022-09-23,ETHUSDT,1326.47,1360.0,1262.15,1327.25,9.740.523.644,12.734.030.196.925.200,1233506
1663804800000,2022-09-22,ETHUSDT,1245.79,1350.08,1237.32,1326.46,9.042.822.725,1.165.151.398.830.090,1094636
1663718400000,2022-09-21,ETHUSDT,1322.94,1408.9,1220.0,1245.78,11.922.667.379,15.824.507.999.374.700,1445950
1663632000000,2022-09-20,ETHUSDT,1375.98,1384.78,1312.71,1322.93,6.580.271.465,889.324.871.236.183,981235
1663545600000,2022-09-19,ETHUSDT,1334.51,1393.35,1280.0,1375.98,974.855.198,1.293.086.590.941.430,1235360
1663459200000,2022-09-18,ETHUSDT,1468.82,1469.63,1325.55,1334.51,804.113.468,1.118.416.540.560.690,990605
1663372800000,2022-09-17,ETHUSDT,1433.9,1476.13,1409.12,1468.83,4.213.913.743,608.805.593.714.315,694945
1663286400000,2022-09-16,ETHUSDT,1472.76,1483.35,1405.52,1433.9,6.935.972.425,10.060.335.551.974.800,1111984
1663200000000,2022-09-15,ETHUSDT,1638.4,1655.2,1458.0,1472.75,13.354.998.047,2.095.367.507.332.330,1748683
