Unix,Date,Symbol,Open,High,Low,Close,Volume ALICE,Volume USDT,tradecount
1676678400000,2023-02-18,ALICEUSDT,1.937,2.009,1.936,1.965,1638934.12,3222636.55079,20886
1676592000000,2023-02-17,ALICEUSDT,1.797,1.957,1.795,1.937,2637031.49,4988234.78052,31537
1676505600000,2023-02-16,ALICEUSDT,1.954,1.981,1.788,1.798,3500253.99,6698351.01858,43909
1676419200000,2023-02-15,ALICEUSDT,1.781,1.959,1.743,1.954,3486004.68,6364475.74491,33655
1676332800000,2023-02-14,ALICEUSDT,1.665,1.792,1.65,1.781,2983643.37,5103789.64699,32005
1676246400000,2023-02-13,ALICEUSDT,1.735,1.753,1.602,1.665,3641097.32,6073575.63373,38271
1676160000000,2023-02-12,ALICEUSDT,1.751,1.808,1.696,1.736,2111891.77,3713724.83857,23295
1676073600000,2023-02-11,ALICEUSDT,1.699,1.76,1.672,1.751,1599061.51,2751333.30894,19720
1675987200000,2023-02-10,ALICEUSDT,1.711,1.751,1.64,1.7,4125914.5,7044412.20051,49054
1675900800000,2023-02-09,ALICEUSDT,2.041,2.091,1.658,1.709,5131740.37,9835417.10625,63885
1675814400000,2023-02-08,ALICEUSDT,2.146,2.215,1.98,2.04,6772592.05,14305243.94019,82968
1675728000000,2023-02-07,ALICEUSDT,1.753,2.222,1.751,2.147,6169580.49,12241967.95677,71545
1675641600000,2023-02-06,ALICEUSDT,1.775,1.824,1.734,1.754,1762694.3,3141677.53042,22686
1675555200000,2023-02-05,ALICEUSDT,1.878,1.916,1.722,1.775,2794008.74,5095428.66562,34346
1675468800000,2023-02-04,ALICEUSDT,1.866,1.902,1.828,1.878,1672799.08,3126163.02888,22301
1675382400000,2023-02-03,ALICEUSDT,1.796,1.901,1.771,1.866,2459181.56,4496056.79913,30923
1675296000000,2023-02-02,ALICEUSDT,1.852,1.948,1.784,1.795,3703475.33,6961142.39971,42468
1675209600000,2023-02-01,ALICEUSDT,1.798,1.9,1.671,1.851,3753002.1,6692439.24642,43062
1675123200000,2023-01-31,ALICEUSDT,1.787,1.817,1.747,1.797,3800789.12,6781328.26943,39769
1675036800000,2023-01-30,ALICEUSDT,1.915,2.004,1.718,1.786,8731085.66,16506549.47407,84783
1674950400000,2023-01-29,ALICEUSDT,1.715,2.08,1.682,1.914,12674456.7,24405603.3142,116167
1674864000000,2023-01-28,ALICEUSDT,1.72,1.875,1.694,1.715,4409563.03,7793078.50223,46604
1674777600000,2023-01-27,ALICEUSDT,1.646,1.739,1.583,1.721,4153444.98,6993163.52159,40414
1674691200000,2023-01-26,ALICEUSDT,1.6,1.7,1.584,1.647,3136777.24,5129435.90874,34764
1674604800000,2023-01-25,ALICEUSDT,1.509,1.623,1.465,1.6,2826922.45,4353178.48605,31504
1674518400000,2023-01-24,ALICEUSDT,1.625,1.677,1.459,1.509,3089971.98,4957089.00401,33694
1674432000000,2023-01-23,ALICEUSDT,1.592,1.743,1.577,1.625,5072542.29,8441521.26438,53025
1674345600000,2023-01-22,ALICEUSDT,1.503,1.667,1.503,1.593,5054844.73,8104691.91771,53340
1674259200000,2023-01-21,ALICEUSDT,1.519,1.589,1.5,1.503,2663998.89,4119284.15104,32003
1674172800000,2023-01-20,ALICEUSDT,1.401,1.525,1.371,1.519,2030206.9,2928734.34215,24267
1674086400000,2023-01-19,ALICEUSDT,1.366,1.415,1.351,1.401,1409855.25,1955907.12917,17025
1674000000000,2023-01-18,ALICEUSDT,1.478,1.514,1.335,1.367,3938900.4,5627220.56803,41265
1673913600000,2023-01-17,ALICEUSDT,1.497,1.612,1.461,1.477,4303394.44,6616687.25874,38768
1673827200000,2023-01-16,ALICEUSDT,1.51,1.56,1.435,1.497,4146647.74,6219333.71274,36236
1673740800000,2023-01-15,ALICEUSDT,1.475,1.61,1.408,1.51,4606334.63,6874862.9939,39865
1673654400000,2023-01-14,ALICEUSDT,1.463,1.543,1.338,1.474,6824719.91,9949705.91449,56927
1673568000000,2023-01-13,ALICEUSDT,1.293,1.562,1.274,1.464,6079593.23,8704665.63535,47095
1673481600000,2023-01-12,ALICEUSDT,1.26,1.3,1.212,1.294,2355144.92,2981508.30645,26665
1673395200000,2023-01-11,ALICEUSDT,1.246,1.27,1.198,1.26,1543859.95,1894931.38087,11552
1673308800000,2023-01-10,ALICEUSDT,1.224,1.271,1.191,1.245,1875498.34,2319689.13084,14421
1673222400000,2023-01-09,ALICEUSDT,1.191,1.268,1.185,1.222,2843168.47,3492548.58025,19559
1673136000000,2023-01-08,ALICEUSDT,1.127,1.2,1.108,1.191,1716944.68,1982720.47256,10669
1673049600000,2023-01-07,ALICEUSDT,1.136,1.176,1.124,1.127,1220763.91,1398460.29008,8207
1672963200000,2023-01-06,ALICEUSDT,1.116,1.14,1.078,1.136,1391140.69,1541795.59211,8948
1672876800000,2023-01-05,ALICEUSDT,1.119,1.161,1.104,1.115,2033725.49,2294198.45448,11805
1672790400000,2023-01-04,ALICEUSDT,1.091,1.125,1.09,1.119,1234179.88,1370771.83846,7618
1672704000000,2023-01-03,ALICEUSDT,1.097,1.11,1.08,1.091,1086428.32,1186036.61413,5653
1672617600000,2023-01-02,ALICEUSDT,1.063,1.111,1.044,1.096,1498413.21,1608429.23279,7355
1672531200000,2023-01-01,ALICEUSDT,1.056,1.069,1.048,1.063,631560.89,668621.12349,3246
1672444800000,2022-12-31,ALICEUSDT,1.05,1.075,1.038,1.056,1957820.09,2070025.13505,8146
1672358400000,2022-12-30,ALICEUSDT,1.048,1.05,1.013,1.05,1146402.77,1181715.50114,7002
1672272000000,2022-12-29,ALICEUSDT,1.058,1.071,1.026,1.049,1005847.03,1058448.5863,6554
1672185600000,2022-12-28,ALICEUSDT,1.094,1.098,1.038,1.058,1433593.37,1519250.25742,8875
1672099200000,2022-12-27,ALICEUSDT,1.09,1.098,1.061,1.093,724596.14,783946.9086,4864
1672012800000,2022-12-26,ALICEUSDT,1.073,1.093,1.068,1.091,523162.94,565709.26707,4021
1671926400000,2022-12-25,ALICEUSDT,1.087,1.09,1.052,1.073,700185.61,748418.87604,4488
1671840000000,2022-12-24,ALICEUSDT,1.103,1.11,1.086,1.087,469208.81,515054.02636,2874
1671753600000,2022-12-23,ALICEUSDT,1.093,1.114,1.087,1.104,716965.81,788132.97049,5165
1671667200000,2022-12-22,ALICEUSDT,1.085,1.102,1.06,1.092,854924.85,925978.79937,7080
1671580800000,2022-12-21,ALICEUSDT,1.112,1.115,1.063,1.085,818316.96,888394.83141,6873
1671494400000,2022-12-20,ALICEUSDT,1.063,1.125,1.058,1.112,795854.87,879831.77228,6717
1671408000000,2022-12-19,ALICEUSDT,1.119,1.137,1.046,1.064,1418312.06,1569117.87725,10556
1671321600000,2022-12-18,ALICEUSDT,1.123,1.13,1.102,1.119,694632.0,776354.82583,6072
1671235200000,2022-12-17,ALICEUSDT,1.095,1.13,1.06,1.122,1066523.92,1176323.52331,9247
1671148800000,2022-12-16,ALICEUSDT,1.269,1.283,1.078,1.096,1764203.96,2085407.41673,15760
1671062400000,2022-12-15,ALICEUSDT,1.293,1.297,1.247,1.269,1189733.72,1513983.7125,9568
1670976000000,2022-12-14,ALICEUSDT,1.285,1.37,1.247,1.294,3313738.14,4354337.05914,26695
1670889600000,2022-12-13,ALICEUSDT,1.266,1.287,1.196,1.286,2008255.31,2506987.18675,15743
1670803200000,2022-12-12,ALICEUSDT,1.283,1.286,1.228,1.266,1119810.95,1400573.50967,8465
1670716800000,2022-12-11,ALICEUSDT,1.314,1.33,1.274,1.284,504555.22,659982.22976,4437
1670630400000,2022-12-10,ALICEUSDT,1.303,1.334,1.302,1.315,733927.69,969968.78895,5281
1670544000000,2022-12-09,ALICEUSDT,1.311,1.328,1.294,1.303,790738.83,1037667.29373,6210
1670457600000,2022-12-08,ALICEUSDT,1.271,1.313,1.267,1.312,827426.6,1066035.17597,7385
1670371200000,2022-12-07,ALICEUSDT,1.348,1.354,1.265,1.27,1633949.18,2122261.50969,11633
1670284800000,2022-12-06,ALICEUSDT,1.375,1.394,1.318,1.348,3122893.49,4204873.80746,20553
1670198400000,2022-12-05,ALICEUSDT,1.353,1.393,1.322,1.375,3535299.66,4810618.11153,23046
1670112000000,2022-12-04,ALICEUSDT,1.312,1.37,1.312,1.354,3407890.1,4598829.54318,22595
1670025600000,2022-12-03,ALICEUSDT,1.356,1.366,1.308,1.313,1191471.2,1598114.32697,9306
1669939200000,2022-12-02,ALICEUSDT,1.331,1.381,1.312,1.355,3551338.99,4807709.46714,24805
1669852800000,2022-12-01,ALICEUSDT,1.311,1.332,1.282,1.332,1950433.59,2548912.46523,14752
1669766400000,2022-11-30,ALICEUSDT,1.226,1.344,1.226,1.312,3493848.88,4519291.58952,25807
1669680000000,2022-11-29,ALICEUSDT,1.236,1.281,1.22,1.225,3392145.31,4235793.7954,23941
1669593600000,2022-11-28,ALICEUSDT,1.241,1.26,1.187,1.237,1718497.1,2097481.26457,15443
1669507200000,2022-11-27,ALICEUSDT,1.239,1.292,1.237,1.241,2255969.1,2871683.44366,18377
1669420800000,2022-11-26,ALICEUSDT,1.232,1.27,1.22,1.239,1558920.71,1941078.39001,12274
1669334400000,2022-11-25,ALICEUSDT,1.234,1.283,1.193,1.231,2283862.7,2814381.2949,16750
1669248000000,2022-11-24,ALICEUSDT,1.229,1.268,1.204,1.234,1988288.1,2453060.05015,14281
1669161600000,2022-11-23,ALICEUSDT,1.171,1.258,1.164,1.229,2222925.78,2719272.94769,16814
1669075200000,2022-11-22,ALICEUSDT,1.115,1.171,1.085,1.171,1709102.7,1923401.85256,13631
1668988800000,2022-11-21,ALICEUSDT,1.139,1.145,1.076,1.114,2271769.07,2539659.23383,17914
1668902400000,2022-11-20,ALICEUSDT,1.222,1.267,1.135,1.139,3107510.38,3787730.02645,22394
1668816000000,2022-11-19,ALICEUSDT,1.198,1.23,1.169,1.222,1317862.21,1587904.80115,10076
1668729600000,2022-11-18,ALICEUSDT,1.183,1.207,1.17,1.199,1144817.21,1362132.95765,10406
1668643200000,2022-11-17,ALICEUSDT,1.19,1.202,1.162,1.183,1650340.71,1957649.73903,13996
1668556800000,2022-11-16,ALICEUSDT,1.219,1.257,1.158,1.19,2303282.86,2780153.82266,20160
1668470400000,2022-11-15,ALICEUSDT,1.201,1.255,1.181,1.218,2692444.69,3280921.76613,24308
1668384000000,2022-11-14,ALICEUSDT,1.156,1.219,1.085,1.201,5105526.91,5897964.24283,43924
1668297600000,2022-11-13,ALICEUSDT,1.144,1.219,1.098,1.158,5250062.29,6096026.50254,37329
1668211200000,2022-11-12,ALICEUSDT,1.214,1.215,1.109,1.143,3427910.94,3960905.40353,25632
1668124800000,2022-11-11,ALICEUSDT,1.266,1.33,1.137,1.212,6832147.26,8141067.75455,40224
1668038400000,2022-11-10,ALICEUSDT,1.061,1.307,1.039,1.266,6503932.15,7689997.22161,54566
1667952000000,2022-11-09,ALICEUSDT,1.431,1.448,1.034,1.062,7970560.62,10073407.70239,76192
1667865600000,2022-11-08,ALICEUSDT,1.724,1.769,1.251,1.433,8294673.93,12672381.12714,75571
1667779200000,2022-11-07,ALICEUSDT,1.708,1.766,1.686,1.723,1926064.81,3332956.99534,23020
1667692800000,2022-11-06,ALICEUSDT,1.819,1.846,1.706,1.709,2448003.82,4403192.5622,26628
1667606400000,2022-11-05,ALICEUSDT,1.809,1.944,1.782,1.82,4464886.57,8313036.29744,47383
1667520000000,2022-11-04,ALICEUSDT,1.713,1.815,1.698,1.807,2943803.46,5194837.27649,29773
1667433600000,2022-11-03,ALICEUSDT,1.575,1.739,1.571,1.712,2777627.52,4664676.8684,28523
1667347200000,2022-11-02,ALICEUSDT,1.654,1.666,1.547,1.575,2049785.1,3303762.03302,22793
1667260800000,2022-11-01,ALICEUSDT,1.704,1.73,1.65,1.654,1181058.31,1998270.58109,13035
1667174400000,2022-10-31,ALICEUSDT,1.712,1.732,1.66,1.704,2649880.82,4491341.77503,25203
1667088000000,2022-10-30,ALICEUSDT,1.708,1.887,1.677,1.713,4760985.85,8404567.80893,46618
1667001600000,2022-10-29,ALICEUSDT,1.676,1.75,1.651,1.709,2436231.6,4135613.34503,25635
1666915200000,2022-10-28,ALICEUSDT,1.605,1.696,1.579,1.676,1758071.7,2875144.60155,16982
1666828800000,2022-10-27,ALICEUSDT,1.602,1.672,1.593,1.606,2191446.97,3577653.3923,21062
1666742400000,2022-10-26,ALICEUSDT,1.56,1.621,1.56,1.603,1965606.43,3143161.59277,17949
1666656000000,2022-10-25,ALICEUSDT,1.496,1.611,1.493,1.559,2074991.38,3232975.84559,18901
1666569600000,2022-10-24,ALICEUSDT,1.527,1.535,1.484,1.495,1101591.55,1656817.24606,10084
1666483200000,2022-10-23,ALICEUSDT,1.499,1.533,1.466,1.527,819266.36,1225048.36519,7709
1666396800000,2022-10-22,ALICEUSDT,1.503,1.513,1.479,1.497,504611.41,753581.3294,5246
1666310400000,2022-10-21,ALICEUSDT,1.485,1.506,1.427,1.502,1073769.91,1578362.7096,11392
1666224000000,2022-10-20,ALICEUSDT,1.491,1.532,1.468,1.485,1096151.85,1639737.28125,10636
1666137600000,2022-10-19,ALICEUSDT,1.573,1.577,1.476,1.491,1531814.48,2340653.07855,12087
1666051200000,2022-10-18,ALICEUSDT,1.612,1.65,1.539,1.573,1629506.85,2580908.12571,13811
1665964800000,2022-10-17,ALICEUSDT,1.563,1.614,1.549,1.611,904143.27,1429160.02365,7960
1665878400000,2022-10-16,ALICEUSDT,1.538,1.592,1.538,1.563,1104192.46,1730961.71924,11578
1665792000000,2022-10-15,ALICEUSDT,1.522,1.566,1.517,1.538,773940.44,1193582.40682,7449
1665705600000,2022-10-14,ALICEUSDT,1.535,1.592,1.505,1.523,1784456.36,2772457.2198,13804
1665619200000,2022-10-13,ALICEUSDT,1.568,1.572,1.394,1.536,3814601.68,5635378.05269,30259
1665532800000,2022-10-12,ALICEUSDT,1.578,1.604,1.55,1.569,723832.74,1143255.28168,7397
1665446400000,2022-10-11,ALICEUSDT,1.598,1.615,1.528,1.577,1933313.39,3045555.68601,16094
1665360000000,2022-10-10,ALICEUSDT,1.725,1.743,1.573,1.599,2053368.24,3386323.31865,16708
1665273600000,2022-10-09,ALICEUSDT,1.711,1.735,1.71,1.725,591397.9,1020135.67218,5348
1665187200000,2022-10-08,ALICEUSDT,1.715,1.735,1.7,1.712,654694.54,1125523.84613,5211
1665100800000,2022-10-07,ALICEUSDT,1.724,1.74,1.695,1.715,1010917.15,1736262.27885,8354
1665014400000,2022-10-06,ALICEUSDT,1.762,1.782,1.717,1.725,1354250.99,2371143.33325,12018
1664928000000,2022-10-05,ALICEUSDT,1.778,1.785,1.719,1.761,1255553.48,2198787.40622,9952
1664841600000,2022-10-04,ALICEUSDT,1.763,1.8,1.747,1.778,2029468.74,3590489.37696,14922
1664755200000,2022-10-03,ALICEUSDT,1.661,1.786,1.638,1.762,2088363.27,3590330.98705,17052
1664668800000,2022-10-02,ALICEUSDT,1.709,1.719,1.655,1.661,1256144.28,2116517.55555,10059
1664582400000,2022-10-01,ALICEUSDT,1.712,1.726,1.699,1.71,870129.7,1491083.29152,7562
1664496000000,2022-09-30,ALICEUSDT,1.709,1.754,1.686,1.711,2117258.78,3647328.27052,17878
1664409600000,2022-09-29,ALICEUSDT,1.699,1.723,1.651,1.708,2570842.65,4353816.91618,21628
1664323200000,2022-09-28,ALICEUSDT,1.68,1.709,1.603,1.699,2124593.47,3517004.47188,17727
1664236800000,2022-09-27,ALICEUSDT,1.722,1.788,1.664,1.68,2372822.32,4116534.17165,19835
1664150400000,2022-09-26,ALICEUSDT,1.688,1.721,1.639,1.721,2711548.43,4581686.24847,20185
1664064000000,2022-09-25,ALICEUSDT,1.736,1.759,1.669,1.688,1411915.47,2437102.0808,11289
1663977600000,2022-09-24,ALICEUSDT,1.777,1.797,1.73,1.735,1664173.74,2952792.65111,13971
1663891200000,2022-09-23,ALICEUSDT,1.791,1.828,1.714,1.776,2978998.76,5252052.89596,25320
1663804800000,2022-09-22,ALICEUSDT,1.674,1.809,1.673,1.791,2203718.57,3865232.16324,18875
1663718400000,2022-09-21,ALICEUSDT,1.788,1.848,1.661,1.674,4569839.07,8034596.95434,36680
1663632000000,2022-09-20,ALICEUSDT,1.831,1.85,1.766,1.787,2701708.96,4874393.0357,20495
1663545600000,2022-09-19,ALICEUSDT,1.811,1.847,1.748,1.831,2847921.41,5106363.35176,25403
1663459200000,2022-09-18,ALICEUSDT,2.03,2.044,1.717,1.81,2905696.74,5492601.01534,25846
1663372800000,2022-09-17,ALICEUSDT,1.995,2.039,1.991,2.029,1024549.98,2064768.37651,8683
1663286400000,2022-09-16,ALICEUSDT,1.971,2.007,1.936,1.996,2547538.53,5040438.73104,24941
1663200000000,2022-09-15,ALICEUSDT,2.026,2.03,1.939,1.97,2521414.3,4988028.13041,24224
1663113600000,2022-09-14,ALICEUSDT,2.024,2.064,1.967,2.027,1915714.08,3863629.41353,19492
1663027200000,2022-09-13,ALICEUSDT,2.172,2.173,2.015,2.024,3690716.81,7697800.18103,34006
1662940800000,2022-09-12,ALICEUSDT,2.201,2.247,2.153,2.172,2750011.09,6058590.5719,27346
1662854400000,2022-09-11,ALICEUSDT,2.209,2.236,2.151,2.202,2026441.89,4458078.67935,18438
1662768000000,2022-09-10,ALICEUSDT,2.189,2.241,2.162,2.21,2530261.11,5570095.16904,23266
1662681600000,2022-09-09,ALICEUSDT,2.07,2.217,2.068,2.188,2494731.96,5390334.94791,24376
1662595200000,2022-09-08,ALICEUSDT,2.04,2.086,2.006,2.069,1893925.15,3889882.17175,18242
1662508800000,2022-09-07,ALICEUSDT,1.943,2.063,1.888,2.038,1990871.91,3929163.35644,18651
1662422400000,2022-09-06,ALICEUSDT,2.129,2.179,1.94,1.941,3106006.07,6436185.99874,29888
1662336000000,2022-09-05,ALICEUSDT,2.124,2.146,2.065,2.129,1381751.74,2892834.49042,13407
1662249600000,2022-09-04,ALICEUSDT,2.05,2.131,2.042,2.123,1372686.07,2869346.31705,13369
1662163200000,2022-09-03,ALICEUSDT,2.034,2.052,2.011,2.049,877802.41,1788053.4123,8918
1662076800000,2022-09-02,ALICEUSDT,2.049,2.105,1.996,2.035,2102713.62,4328662.04863,20268
1661990400000,2022-09-01,ALICEUSDT,2.013,2.098,1.95,2.05,1930189.03,3866793.30813,19104
1661904000000,2022-08-31,ALICEUSDT,2.039,2.108,2.003,2.013,1818218.21,3748750.35178,18338
1661817600000,2022-08-30,ALICEUSDT,2.087,2.119,1.975,2.04,1801308.67,3696826.75145,18688
1661731200000,2022-08-29,ALICEUSDT,1.947,2.101,1.911,2.088,2069832.79,4164979.08646,19275
1661644800000,2022-08-28,ALICEUSDT,2.02,2.061,1.937,1.946,1384768.23,2790043.39969,15208
1661558400000,2022-08-27,ALICEUSDT,2.045,2.061,1.986,2.018,1828168.63,3708646.47509,18382
1661472000000,2022-08-26,ALICEUSDT,2.288,2.31,2.02,2.045,3152203.41,6897209.87972,31694
1661385600000,2022-08-25,ALICEUSDT,2.266,2.352,2.232,2.289,1690014.11,3874017.05668,17441
1661299200000,2022-08-24,ALICEUSDT,2.245,2.351,2.184,2.266,2382449.59,5416981.67263,24900
1661212800000,2022-08-23,ALICEUSDT,2.193,2.261,2.134,2.244,2057234.6,4547903.20678,21386
1661126400000,2022-08-22,ALICEUSDT,2.222,2.224,2.083,2.193,1804771.0,3874863.69902,22996
1661040000000,2022-08-21,ALICEUSDT,2.152,2.256,2.138,2.222,1679805.86,3683942.11153,21103
1660953600000,2022-08-20,ALICEUSDT,2.163,2.246,2.069,2.151,2179511.31,4732708.81306,29144
1660867200000,2022-08-19,ALICEUSDT,2.389,2.406,2.123,2.163,4549635.61,10159711.40866,54587
1660780800000,2022-08-18,ALICEUSDT,2.534,2.596,2.29,2.389,2439437.41,6077711.60477,35445
1660694400000,2022-08-17,ALICEUSDT,2.744,2.821,2.502,2.535,2685731.13,7119597.98162,38498
1660608000000,2022-08-16,ALICEUSDT,2.734,2.808,2.679,2.744,2244582.73,6170878.06743,36026
1660521600000,2022-08-15,ALICEUSDT,2.769,2.857,2.679,2.735,2226596.19,6135560.31338,36406
1660435200000,2022-08-14,ALICEUSDT,2.881,2.988,2.732,2.769,2823573.48,8135939.46977,38738
1660348800000,2022-08-13,ALICEUSDT,2.939,2.969,2.851,2.882,2658183.35,7737373.50722,32006
1660262400000,2022-08-12,ALICEUSDT,2.859,2.99,2.796,2.939,2864467.57,8295118.92323,40590
1660176000000,2022-08-11,ALICEUSDT,2.861,3.008,2.834,2.858,3713906.38,10796250.04799,44527
1660089600000,2022-08-10,ALICEUSDT,2.749,2.873,2.661,2.859,2801063.56,7798497.12461,35413
1660003200000,2022-08-09,ALICEUSDT,2.9,3.044,2.682,2.749,3834305.4,10945744.59589,48474
1659916800000,2022-08-08,ALICEUSDT,2.793,2.951,2.789,2.9,3847370.83,11098726.55679,42379
1659830400000,2022-08-07,ALICEUSDT,2.761,2.827,2.682,2.794,1582825.8,4376776.26058,22234
1659744000000,2022-08-06,ALICEUSDT,2.851,2.858,2.744,2.761,1468230.47,4121262.6944,19965
1659657600000,2022-08-05,ALICEUSDT,2.726,2.865,2.721,2.851,2366102.45,6628595.67591,31326
1659571200000,2022-08-04,ALICEUSDT,2.702,2.83,2.675,2.726,2366944.24,6485587.65101,32677
1659484800000,2022-08-03,ALICEUSDT,2.72,2.84,2.618,2.702,2778342.93,7656882.77229,36262
1659398400000,2022-08-02,ALICEUSDT,2.93,2.963,2.635,2.719,4367469.83,11936580.82112,58844
1659312000000,2022-08-01,ALICEUSDT,2.872,2.974,2.821,2.929,4519962.81,13105221.64632,54403
1659225600000,2022-07-31,ALICEUSDT,2.832,3.268,2.809,2.873,7604885.31,22888282.18126,98312
1659139200000,2022-07-30,ALICEUSDT,2.847,3.135,2.779,2.832,7333757.43,21485852.36844,84528
1659052800000,2022-07-29,ALICEUSDT,2.779,3.04,2.696,2.846,8524407.31,24283841.1511,96577
1658966400000,2022-07-28,ALICEUSDT,2.541,2.937,2.518,2.778,12551886.67,34829742.17612,147091
1658880000000,2022-07-27,ALICEUSDT,2.206,2.556,2.144,2.54,5143161.39,12019263.81572,54759
1658793600000,2022-07-26,ALICEUSDT,2.174,2.206,2.088,2.206,2064090.34,4398782.67311,23236
1658707200000,2022-07-25,ALICEUSDT,2.362,2.37,2.168,2.171,2286383.96,5193592.52949,25313
1658620800000,2022-07-24,ALICEUSDT,2.369,2.44,2.356,2.362,2502973.93,6012463.81727,24591
1658534400000,2022-07-23,ALICEUSDT,2.353,2.469,2.292,2.37,3098769.87,7369093.28386,31949
1658448000000,2022-07-22,ALICEUSDT,2.523,2.582,2.346,2.354,3099733.12,7710246.89718,33999
1658361600000,2022-07-21,ALICEUSDT,2.454,2.541,2.328,2.522,4060232.06,9915622.23373,40719
1658275200000,2022-07-20,ALICEUSDT,2.442,2.743,2.41,2.454,7693548.11,19826798.56474,77845
1658188800000,2022-07-19,ALICEUSDT,2.362,2.485,2.313,2.443,4671948.07,11237004.22165,51114
1658102400000,2022-07-18,ALICEUSDT,2.174,2.4,2.168,2.362,3814360.92,8794602.33602,40376
1658016000000,2022-07-17,ALICEUSDT,2.234,2.306,2.168,2.174,2706384.59,6078127.87429,24691
1657929600000,2022-07-16,ALICEUSDT,2.203,2.28,2.136,2.234,2257497.46,4987213.88758,21013
1657843200000,2022-07-15,ALICEUSDT,2.183,2.269,2.158,2.201,2540039.28,5640927.84287,27021
1657756800000,2022-07-14,ALICEUSDT,2.136,2.209,2.028,2.181,2878011.35,6068797.30478,26933
1657670400000,2022-07-13,ALICEUSDT,2.01,2.15,1.914,2.137,2783849.34,5664728.11059,30780
1657584000000,2022-07-12,ALICEUSDT,2.061,2.121,2.005,2.01,2083811.54,4310288.93774,20528
1657497600000,2022-07-11,ALICEUSDT,2.239,2.239,2.055,2.06,2271708.05,4927722.31344,23888
1657411200000,2022-07-10,ALICEUSDT,2.395,2.398,2.22,2.238,1593900.71,3637378.14691,17658
1657324800000,2022-07-09,ALICEUSDT,2.348,2.428,2.339,2.394,1739168.93,4151955.2793,19280
1657238400000,2022-07-08,ALICEUSDT,2.424,2.472,2.285,2.348,2757634.92,6520796.18839,30074
1657152000000,2022-07-07,ALICEUSDT,2.302,2.491,2.29,2.423,4426736.74,10670499.4079,47218
1657065600000,2022-07-06,ALICEUSDT,2.221,2.317,2.189,2.302,2285071.3,5152752.14558,26445
1656979200000,2022-07-05,ALICEUSDT,2.329,2.35,2.16,2.221,2175841.56,4889902.34775,28710
1656892800000,2022-07-04,ALICEUSDT,2.227,2.345,2.167,2.33,2047627.83,4648766.54942,27517
1656806400000,2022-07-03,ALICEUSDT,2.213,2.263,2.148,2.227,1652105.34,3645123.279,21976
1656720000000,2022-07-02,ALICEUSDT,2.226,2.247,2.136,2.213,1728426.17,3792736.81652,25255
1656633600000,2022-07-01,ALICEUSDT,2.319,2.37,2.206,2.227,2798691.35,6384419.51205,40343
1656547200000,2022-06-30,ALICEUSDT,2.58,2.58,2.167,2.319,4773771.66,11047520.02711,70169
1656460800000,2022-06-29,ALICEUSDT,2.739,2.89,2.547,2.58,5394872.19,14519057.57097,79941
1656374400000,2022-06-28,ALICEUSDT,2.589,2.749,2.481,2.738,3830108.0,10020137.92118,51937
1656288000000,2022-06-27,ALICEUSDT,2.595,2.759,2.548,2.588,3211238.82,8502485.04883,43989
1656201600000,2022-06-26,ALICEUSDT,2.799,2.925,2.586,2.596,4770260.46,13194754.31066,64320
1656115200000,2022-06-25,ALICEUSDT,2.725,2.861,2.571,2.799,4713694.88,12907233.16222,68097
1656028800000,2022-06-24,ALICEUSDT,2.665,2.778,2.585,2.725,5038565.44,13520420.44738,53910
1655942400000,2022-06-23,ALICEUSDT,2.327,2.76,2.312,2.665,7848114.45,20321283.0438,107227
1655856000000,2022-06-22,ALICEUSDT,2.309,2.363,2.14,2.326,6250781.72,14034280.46372,61486
1655769600000,2022-06-21,ALICEUSDT,2.185,2.477,2.158,2.309,6914415.87,16310689.49811,69186
1655683200000,2022-06-20,ALICEUSDT,2.22,2.365,2.087,2.185,6487385.04,14464097.2014,65999
1655596800000,2022-06-19,ALICEUSDT,2.039,2.284,2.001,2.22,8741370.78,18632536.30997,93468
1655510400000,2022-06-18,ALICEUSDT,2.04,2.079,1.846,2.04,7024745.11,13789037.38908,67365
1655424000000,2022-06-17,ALICEUSDT,2.004,2.113,1.961,2.04,4717634.1,9637135.04255,41451
1655337600000,2022-06-16,ALICEUSDT,2.374,2.399,1.883,2.004,8392809.37,17638861.0658,88438
1655251200000,2022-06-15,ALICEUSDT,2.054,2.45,1.845,2.374,9898245.02,20491937.15226,92722
1655164800000,2022-06-14,ALICEUSDT,2.077,2.258,1.901,2.054,8232613.53,17125859.06015,69080
1655078400000,2022-06-13,ALICEUSDT,2.167,2.225,1.917,2.077,9930421.9,20256295.21879,93174
1654992000000,2022-06-12,ALICEUSDT,2.398,2.425,2.157,2.169,5455856.13,12413534.44699,53838
1654905600000,2022-06-11,ALICEUSDT,2.656,2.717,2.336,2.397,4893756.91,12271920.21442,45456
1654819200000,2022-06-10,ALICEUSDT,2.864,2.875,2.626,2.656,4602806.93,12623600.83381,43741
1654732800000,2022-06-09,ALICEUSDT,2.826,3.0,2.756,2.864,4209234.5,12137149.2529,38480
1654646400000,2022-06-08,ALICEUSDT,2.748,2.968,2.657,2.827,6584914.05,18587571.12192,67649
1654560000000,2022-06-07,ALICEUSDT,2.888,2.89,2.616,2.749,5892780.12,16136368.55194,52519
1654473600000,2022-06-06,ALICEUSDT,2.818,3.022,2.783,2.886,5194860.93,15142578.12801,43502
1654387200000,2022-06-05,ALICEUSDT,2.985,2.992,2.789,2.818,3403367.28,9754074.80694,26381
